ID,Year,Mileage,State,Make,Model
43536,2008,92562," VA",Mercedes-Benz,C-Class4dr
43537,2015,94577," CO",Chevrolet,Silverado
43538,2012,78816," UT",Chrysler,200Touring
43539,2008,109723," NC",Dodge,Ram
43540,2016,50871," IL",Chevrolet,MalibuLT
43541,2016,45625," PA",Chrysler,Town
43542,2014,49170," CO",Lexus,IS
43543,2014,49443," MD",Toyota,CamryLE
43544,2011,129438," CA",Chevrolet,Silverado
43545,2012,110913," NH",Toyota,Prius
43546,2013,49358," MD",Chrysler,300300C
43547,2016,45341," NC",Ford,FusionSE
43548,2007,88876," IL",Volvo,C702dr
43549,2017,24133," FL",Kia,Soul+
43550,2014,60254," MD",Mercedes-Benz,M-ClassML350
43551,2010,77584," KY",BMW,3
43552,2014,43104," NY",Buick,EnclaveLeather
43553,2012,60905," CO",Land,Rover
43554,2016,20136," AZ",Toyota,CorollaLE
43555,2015,42175," FL",Chrysler,200Limited
43556,2004,142000," VA",Acura,MDX4WD
43557,2017,4581," NJ",Land,Rover
43558,2017,69," CA",Ford,F-150XL
43559,2016,41610," CA",GMC,TerrainFWD
43560,2007,91454," CT",Dodge,Charger4dr
43561,2016,38855," TN",Ford,FocusSE
43562,2014,34083," MD",Honda,Civic
43563,2011,130558," OR",Jeep,Grand
43564,2004,184553," CO",Honda,PilotEX
43565,2017,15965," OK",Dodge,ChallengerR/T
43566,2007,100604," MA",Acura,MDX4WD
43567,2017,27577," NY",Hyundai,Santa
43568,2016,25693," IL",Toyota,CorollaLE
43569,2011,82599," NV",Jeep,Grand
43570,2016,33801," NY",Jeep,CompassSport
43571,2014,38386," NC",Ford,F-150STX
43572,2012,50154," NY",Mercedes-Benz,E-ClassE350
43573,2000,161834," OR",Dodge,Dakota2WD
43574,2001,67177," FL",Lincoln,Town
43575,2017,6704," FL",Chevrolet,EquinoxFWD
43576,2017,9244," MS",Ford,EscapeFWD
43577,2015,29437," VA",Jeep,Grand
43578,2010,75450," CO",Kia,SedonaLX
43579,2012,73820," TX",Jeep,Wrangler
43580,2011,103500," AZ",BMW,5
43581,2015,41069," MA",Dodge,DurangoAWD
43582,2012,113724," WA",Nissan,Titan4WD
43583,2016,30892," VA",Hyundai,Elantra4dr
43584,2007,151438," TX",Dodge,Ram
43585,2011,68288," FL",Hyundai,Sonata4dr
43586,2016,12837," OK",Chevrolet,Silverado
43587,2015,80425," CA",Acura,RDXAWD
43588,2015,21305," VA",Mercedes-Benz,C-ClassC300
43589,2015,59000," MO",Ford,FocusSE
43590,2015,20410," NC",Kia,OptimaLX
43591,2014,54231," MO",Jeep,Wrangler
43592,2011,20077," CA",Dodge,Challenger2dr
43593,2014,31491," AL",Ford,F-150Platinum
43594,2014,39700," CT",Hyundai,Santa
43595,2013,73561," IL",Mitsubishi,Outlander
43596,2014,119824," OR",Volkswagen,TiguanSEL
43597,2015,36055," AZ",Volkswagen,Passat4dr
43598,2012,91419," LA",Toyota,HighlanderLimited
43599,2011,47976," TX",Chevrolet,Silverado
43600,2017,812," NV",Mercedes-Benz,E-ClassE
43601,2017,24027," MS",Toyota,SiennaXLE
43602,2017,7305," NC",Toyota,HighlanderLimited
43603,2011,37519," AZ",Dodge,Challenger2dr
43604,2015,31470," OH",Honda,CR-VEX
43605,2017,9551," FL",Ford,MustangGT
43606,2017,22119," AZ",Chevrolet,CruzeSedan
43607,2015,45686," IL",Jeep,Grand
43608,2006,121420," NJ",Honda,Civic
43609,2014,36967," VA",Honda,Civic
43610,2017,37569," TX",Ford,EscapeFWD
43611,2011,114300," NJ",Mercedes-Benz,C-Class4dr
43612,2008,69615," MA",GMC,Yukon
43613,2015,28670," CT",Honda,PilotEX-L
43614,2015,29670," CO",Hyundai,SonataSE
43615,2016,21566," IL",Buick,RegalTurbo
43616,2014,72280," IL",Dodge,JourneySXT
43617,2014,27478," NY",Toyota,CamryL
43618,2015,58748," FL",Kia,RioLX
43619,2012,55123," AR",Mercedes-Benz,E-ClassE350
43620,2014,56230," TN",Ford,EscapeSE
43621,2011,86258," OH",BMW,X3AWD
43622,2015,31547," PA",Chevrolet,Silverado
43623,2004,32708," CO",Porsche,9112dr
43624,2010,21051," CO",Chevrolet,Corvette2dr
43625,2014,44264," MD",Honda,Accord
43626,2012,69709," OK",Ram,15002WD
43627,2008,110349," MS",Lincoln,MKXFWD
43628,2015,36653," NE",Ford,Expedition
43629,2012,97838," CA",Scion,tC2dr
43630,2013,86302," CO",Chevrolet,Silverado
43631,2017,18948," IL",Acura,RDXAWD
43632,2014,38491," NC",Dodge,ChallengerR/T
43633,2017,8252," CA",Kia,RioLX
43634,2017,4066," CA",BMW,5
43635,2013,40494," ME",Kia,SoulBase
43636,2012,45653," TX",Honda,CR-VEX
43637,2012,52483," GA",Ram,15002WD
43638,2013,31142," NM",Chevrolet,Silverado
43639,2015,22070," TX",Chevrolet,EquinoxFWD
43640,2013,80384," CA",Lexus,GS
43641,2012,85255," IL",GMC,TerrainFWD
43642,2015,54135," SC",Volkswagen,Jetta
43643,2015,1091," GA",Toyota,SiennaXLE
43644,2013,45893," UT",Toyota,CorollaLE
43645,2016,9386," UT",Dodge,ChallengerR/T
43646,2017,7214," CA",Chevrolet,MalibuLS
43647,2000,68677," VA",Jeep,Wrangler2dr
43648,2010,97920," MA",Kia,Soul+
43649,2008,20850," AZ",Dodge,Charger4dr
43650,2014,25890," TX",Cadillac,CTS-V
43651,2007,72034," NJ",Ford,MustangPremium
43652,2013,78661," TX",Chevrolet,Silverado
43653,2017,15037," IL",Chevrolet,MalibuLT
43654,2012,46807," CA",GMC,CanyonCrew
43655,2014,65573," FL",Dodge,ChargerSE
43656,2012,81752," PA",Nissan,Frontier4WD
43657,2014,52742," VA",Audi,A8
43658,2005,182282," MN",Chevrolet,Tahoe4dr
43659,2010,57872," TX",Mercedes-Benz,C-Class4dr
43660,2011,85463," KY",Hyundai,TucsonAWD
43661,2015,8439," NJ",Toyota,Tacoma4WD
43662,2006,109332," NC",Chevrolet,Impala4dr
43663,2010,89844," FL",Lexus,RX
43664,2015,33386," NM",Toyota,CorollaS
43665,2014,44360," PA",Chevrolet,EquinoxAWD
43666,2012,111775," TX",Jeep,Grand
43667,2008,184330," GA",Lexus,LS
43668,2015,20298," MN",Kia,ForteLX
43669,2009,140008," VA",Ford,EscapeLimited
43670,2012,97238," NY",Buick,LaCrosseAWD
43671,2017,17526," TX",Chevrolet,TraverseAWD
43672,2007,159752," OH",Toyota,RAV4Limited
43673,2015,23381," KY",Jeep,Wrangler
43674,2014,49284," PA",Jeep,Grand
43675,2015,9518," NC",MINI,Cooper
43676,2016,6615," NC",Jeep,Wrangler
43677,2012,132506," AL",Ford,F-150King
43678,2009,92212," IN",Jeep,Liberty4WD
43679,2015,43225," AZ",Honda,Accord
43680,2014,47437," MN",Chevrolet,EquinoxFWD
43681,2016,34919," NC",Toyota,YarisLE
43682,2009,17715," VA",Ford,Econoline
43683,2017,22757," CA",Dodge,JourneySXT
43684,2008,113712," IN",Honda,AccordEX-L
43685,2014,40624," NY",BMW,3
43686,2015,25527," NE",Chevrolet,Silverado
43687,2013,51777," LA",GMC,Sierra
43688,2002,103776," AZ",Dodge,Ram
43689,2006,143258," WA",Chevrolet,Impala4dr
43690,2015,73385," NC",Hyundai,Elantra4dr
43691,2013,101945," IL",Kia,OptimaSX
43692,2015,26609," IN",Nissan,MuranoAWD
43693,2015,48744," TN",Toyota,Tacoma4WD
43694,2015,11400," CA",GMC,Sierra
43695,2006,161233," MT",Ford,Super
43696,2016,40428," FL",Ford,F-1502WD
43697,2011,85340," MO",Ford,Ranger2WD
43698,2014,33421," MO",Chevrolet,CamaroCoupe
43699,2013,28967," CO",Chevrolet,CamaroCoupe
43700,2005,99547," OH",Ford,F-1504WD
43701,2017,15338," TX",Toyota,CamrySE
43702,2015,18550," FL",Mercedes-Benz,E-ClassE350
43703,2008,202946," MN",Honda,CR-V4WD
43704,2016,16679," OK",Honda,PilotEX-L
43705,2016,35074," FL",Kia,OptimaLX
43706,2017,5141," NC",Jeep,WranglerSahara
43707,2014,38523," NC",Cadillac,SRXLuxury
43708,2013,46865," NY",INFINITI,G37
43709,2011,81319," FL",GMC,AcadiaFWD
43710,2010,45120," FL",Hyundai,Azera4dr
43711,2010,97945," WY",Chevrolet,Silverado
43712,2014,35220," NH",Honda,CivicLX
43713,2011,63358," NV",Kia,SorentoEX
43714,2012,55659," UT",Chevrolet,Silverado
43715,2006,152449," GA",Ford,F-1504WD
43716,2017,9," TX",Mercedes-Benz,C-ClassC
43717,2011,65717," WA",Toyota,TacomaPreRunner
43718,2010,66016," WA",Chevrolet,Silverado
43719,2015,131," PA",Chevrolet,Express
43720,2015,23608," MO",Honda,CR-VEX-L
43721,2009,39022," GA",Ford,Mustang2dr
43722,2015,61267," FL",Kia,SedonaLX
43723,2009,116574," VA",Chevrolet,Impala4dr
43724,2015,58618," MI",Chrysler,200Limited
43725,2013,63123," CA",Honda,Accord
43726,2014,39423," NV",Buick,EnclaveConvenience
43727,2016,13430," MI",Chrysler,200S
43728,2014,59515," CO",Chevrolet,Silverado
43729,2015,43195," IN",Ford,F-1504WD
43730,2009,72295," IL",Chevrolet,Impala4dr
43731,2014,36412," IL",Ford,FocusSE
43732,2011,80586," NH",Toyota,Tundra
43733,2015,16031," TX",Lexus,RX
43734,2016,22015," NC",GMC,AcadiaFWD
43735,2013,137681," IN",Toyota,Tundra
43736,2008,153298," AZ",Chevrolet,Suburban2WD
43737,2012,66665," NC",BMW,5
43738,2015,24196," CO",Chevrolet,Tahoe4WD
43739,2012,112481," GA",Toyota,YarisBase
43740,2012,119647," TX",Ford,FocusTitanium
43741,2007,135259," CA",Lexus,GS
43742,2012,60993," CA",Dodge,Challenger2dr
43743,2012,39051," NC",Chevrolet,CamaroCoupe
43744,2012,97186," PA",Toyota,CamrySE
43745,2011,46057," FL",BMW,3
43746,2000,126383," TX",Dodge,Dakota2WD
43747,2014,28081," IA",Toyota,CamrySE
43748,2014,27959," PA",Volkswagen,TiguanSE
43749,2013,74344," FL",Kia,OptimaSX
43750,2008,104208," GA",Toyota,Tundra
43751,2015,14406," TX",Mazda,CX-9Grand
43752,2014,21667," FL",Buick,EnclavePremium
43753,2015,32246," NJ",Honda,PilotEX-L
43754,2015,21199," WI",Ford,F-150XLT
43755,2015,38727," CA",Honda,Civic
43756,2010,97248," AR",Toyota,Tacoma2WD
43757,2013,57000," CA",Dodge,ChargerSE
43758,2008,127488," AR",Dodge,Ram
43759,2016,8728," VA",Kia,SorentoLX
43760,2017,2826," OK",Subaru,Outback2.5i
43761,2014,417809," ND",Ford,F-150FX4
43762,2016,9515," IL",Chevrolet,Tahoe4WD
43763,2015,22745," KS",Ford,F-150XLT
43764,2015,50000," MD",Ford,ExplorerXLT
43765,2015,33789," MN",Toyota,CamryLE
43766,2013,57272," NE",Chevrolet,Silverado
43767,2013,51345," FL",Hyundai,SonataLimited
43768,2014,44453," WA",Kia,SorentoEX
43769,2017,27153," CA",Chevrolet,MalibuLT
43770,2014,36973," CT",Jeep,Grand
43771,2018,684," TX",Mercedes-Benz,E-ClassE
43772,2015,12086," PA",Ford,ExplorerXLT
43773,2012,73056," OK",Chevrolet,Silverado
43774,2013,28407," KY",Jeep,Wrangler
43775,2017,10196," FL",Ford,F-150XL
43776,2009,74982," TX",Ford,Super
43777,2008,144880," CA",Dodge,Grand
43778,2017,4238," MA",BMW,X1xDrive28i
43779,2014,36093," NC",Hyundai,Santa
43780,2017,19," CA",Audi,A8
43781,2014,33894," TX",Toyota,CamryL
43782,2008,89090," NJ",Honda,AccordEX-L
43783,2015,23447," CO",Jeep,Grand
43784,2013,65587," MO",Lexus,ES
43785,2012,28429," TN",Nissan,Titan4WD
43786,2015,26808," OH",Cadillac,SRXLuxury
43787,2015,35333," TX",Ford,EdgeSport
43788,2010,131610," GA",Nissan,Maxima4dr
43789,2010,132849," FL",Mazda,CX-9FWD
43790,2017,13183," KS",Ford,F-150Lariat
43791,2008,53402," TX",Honda,Accord
43792,2014,43237," NY",BMW,6
43793,2011,102174," OH",Ford,EdgeSEL
43794,2011,52746," IN",Chevrolet,Impala4dr
43795,2015,37122," HI",Chrysler,Town
43796,2015,57167," TX",Kia,SportageLX
43797,2015,43956," NC",Lexus,GS
43798,2017,11570," CA",Ram,1500Laramie
43799,2015,35793," CA",Hyundai,TucsonFWD
43800,2012,49372," VA",Audi,A8
43801,2017,18333," CA",Chevrolet,MalibuLT
43802,2014,52651," IL",Ford,ExpeditionLimited
43803,2015,4560," OR",Chevrolet,CamaroCoupe
43804,2013,59817," TN",Chevrolet,CorvetteCoupe
43805,2013,75562," CT",Ford,FocusST
43806,2007,102708," MA",Toyota,Camry
43807,2017,29398," FL",Ford,EscapeFWD
43808,2015,56450," IA",Ford,Super
43809,2014,30178," CO",Ford,EdgeSE
43810,2009,89521," CO",Toyota,TacomaBase
43811,2008,115555," FL",Ford,Explorer
43812,2011,127370," CT",Toyota,Camry4dr
43813,2017,4710," LA",Chevrolet,TraverseFWD
43814,2017,16752," NC",Ford,EscapeFWD
43815,2014,48583," CO",Ford,FusionS
43816,2013,47993," FL",Toyota,CorollaL
43817,2005,214340," MO",Toyota,Sienna5dr
43818,2014,48915," RI",Buick,LaCrosseFWD
43819,2015,44990," MD",Honda,PilotLX
43820,2014,18650," IL",Honda,CR-VEX-L
43821,2008,138801," TX",Cadillac,EscaladeAWD
43822,2011,40867," SC",Dodge,Charger4dr
43823,2014,64032," MD",Ford,FusionS
43824,2013,75511," VA",GMC,Sierra
43825,2009,85232," FL",Lexus,ISIS
43826,2012,75419," PA",Ford,Explorer4WD
43827,2017,19502," IL",Chevrolet,SonicSedan
43828,2016,17149," IN",Honda,CivicLX
43829,2015,63856," PA",Subaru,Impreza2.0i
43830,2015,26114," KY",Chevrolet,EquinoxFWD
43831,2016,40782," KS",Buick,EnclaveLeather
43832,2015,28954," NC",Honda,Civic
43833,2010,83424," IN",Chrysler,Town
43834,2013,27319," HI",Honda,CivicLX
43835,2017,2580," FL",Hyundai,SonataSE
43836,2016,42972," MN",Dodge,Grand
43837,2014,25358," TX",GMC,TerrainFWD
43838,2008,47864," NY",Hyundai,Sonata4dr
43839,2016,49554," PA",Toyota,Tundra
43840,2009,111725," TN",Mitsubishi,Eclipse3dr
43841,2012,36879," WI",Lexus,LS
43842,2009,100516," NJ",Honda,Accord
43843,2009,97725," TX",Mercedes-Benz,C-Class4dr
43844,2012,103181," PA",Chevrolet,CruzeSedan
43845,2012,90901," WA",Ford,F-250Lariat
43846,2015,9434," IL",Toyota,TacomaBase
43847,2017,4429," NE",Subaru,Legacy2.5i
43848,2014,72794," KY",Honda,Accord
43849,2009,120512," NJ",Dodge,Ram
43850,2005,86118," NJ",Lexus,RX
43851,2002,153038," WA",Honda,CR-VLX
43852,2014,64728," MD",Chevrolet,Tahoe4WD
43853,2016,39534," TX",Ford,F-1502WD
43854,2011,47260," TX",Chevrolet,Camaro2dr
43855,2015,4052," OK",Honda,CR-VEX-L
43856,2015,25181," IL",Chevrolet,MalibuLS
43857,2015,28000," AL",Honda,Civic
43858,2007,110373," FL",Jeep,Grand
43859,2015,35517," TX",Chevrolet,ColoradoCrew
43860,2010,105425," AL",Toyota,Camry4dr
43861,2017,20166," NJ",Chevrolet,MalibuLT
43862,2013,48873," GA",Lexus,LSLS
43863,2015,31223," CA",Honda,CivicEX
43864,2007,81600," MO",BMW,X5AWD
43865,2013,73157," IN",Kia,OptimaSX
43866,2010,51201," WA",Mitsubishi,Lancer4dr
43867,2008,103328," OH",Ford,EscapeFWD
43868,2011,117181," MS",Ford,Expedition
43869,2010,103834," AZ",Chevrolet,Silverado
43870,2016,33163," CT",Toyota,RAV4Limited
43871,2012,80304," GA",Toyota,Corolla4dr
43872,2006,135599," CO",Toyota,4RunnerSR5
43873,2016,41955," NC",Hyundai,Elantra4dr
43874,2006,155699," VA",Ford,F-1504WD
43875,2007,143155," PA",Toyota,RAV44WD
43876,2016,24266," KS",Mazda,MX5
43877,2011,50351," IL",Honda,OdysseyEX-L
43878,2009,89768," IL",Chevrolet,Silverado
43879,2016,32386," PA",Mercedes-Benz,C-ClassC300
43880,2013,29797," IL",Chevrolet,Silverado
43881,2017,29398," FL",Chevrolet,MalibuLT
43882,2011,51036," OR",MINI,Cooper
43883,2014,62379," MA",Toyota,CamryL
43884,2011,75204," NY",Chevrolet,TraverseFWD
43885,2015,7303," NV",Lexus,IS
43886,2017,36343," TX",Ford,ExplorerLimited
43887,2016,61500," IL",Dodge,Durango2WD
43888,2016,10117," NC",Hyundai,Santa
43889,2015,45357," GA",Honda,Civic
43890,2016,3701," CA",Chevrolet,Silverado
43891,2013,60295," CA",Chevrolet,Silverado
43892,2014,30380," KY",Honda,CR-VLX
43893,2014,161325," TX",Ford,F-150XL
43894,2016,46788," CA",Toyota,CorollaLE
43895,2014,33511," MA",Jeep,CompassLatitude
43896,2013,37011," FL",GMC,AcadiaFWD
43897,2008,65205," NE",Jeep,Wrangler4WD
43898,2009,43352," CT",Mercedes-Benz,C-Class4dr
43899,2017,27026," TX",Chevrolet,MalibuLT
43900,2011,69603," GA",Lexus,GX
43901,2011,86392," NC",Ford,Super
43902,2014,22849," FL",Volkswagen,TiguanSE
43903,2017,21466," FL",Dodge,Grand
43904,2012,98283," SC",Chevrolet,ImpalaLT
43905,2014,32015," NJ",Ford,ExplorerXLT
43906,2015,27537," CA",Lexus,ISIS
43907,2015,22574," KS",Honda,Accord
43908,2006,109006," TX",BMW,6
43909,2013,118487," NY",Ford,EdgeSEL
43910,2011,77603," NJ",Ford,Focus4dr
43911,2015,25468," NC",Kia,SorentoLX
43912,2011,71778," NY",Honda,Accord
43913,2006,105408," IL",Acura,TLAutomatic
43914,2017,10782," MD",Mercedes-Benz,C-ClassC
43915,2014,54663," FL",Ford,F-1502WD
43916,2016,20092," NC",Ford,F-1504WD
43917,2010,42016," OH",Ford,F-1504WD
43918,2015,27495," IL",Buick,EnclaveLeather
43919,2016,55302," NH",Chrysler,Town
43920,2014,34046," PA",Jeep,CherokeeLimited
43921,2016,29009," MA",Ford,F-150XL
43922,2004,98300," HI",Lexus,RXRX
43923,2007,116835," IN",Nissan,Xterra4WD
43924,2015,19953," CT",MINI,Cooper
43925,2016,11360," GA",Honda,Pilot2WD
43926,2015,41021," FL",Kia,ForteLX
43927,2017,23688," FL",Chevrolet,MalibuLT
43928,2014,24030," NC",Dodge,ChallengerR/T
43929,2011,74188," IL",Jeep,PatriotSport
43930,2017,11270," NC",Subaru,Legacy2.5i
43931,2011,64016," TX",Chevrolet,EquinoxFWD
43932,2008,150452," CA",Toyota,Tacoma2WD
43933,2006,84265," WI",Ford,EscapeXLT
43934,2012,45350," TX",INFINITI,G37
43935,2014,23159," NY",Jeep,PatriotLatitude
43936,2015,44402," NV",Hyundai,Sonata4dr
43937,2017,22855," CA",Kia,SorentoLX
43938,2015,50294," CA",Scion,tC2dr
43939,2014,56165," PA",Chevrolet,EquinoxFWD
43940,2016,35837," WA",Honda,OdysseyTouring
43941,2012,82249," CT",GMC,AcadiaAWD
43942,2011,110802," MD",Hyundai,Elantra4dr
43943,2006,149562," UT",Acura,TLAutomatic
43944,2017,21638," FL",Chevrolet,MalibuLT
43945,2004,169180," TX",Chevrolet,Tahoe4dr
43946,2016,31381," OK",Buick,EnclavePremium
43947,2014,49263," TX",Ford,ExplorerXLT
43948,2010,83330," PA",Chevrolet,Silverado
43949,2006,116242," AZ",Toyota,Tacoma2WD
43950,2013,106305," TX",Jeep,Wrangler
43951,2007,81816," CO",Cadillac,STS4dr
43952,2017,33920," GA",Chevrolet,EquinoxFWD
43953,2015,9917," TX",Dodge,ChallengerR/T
43954,2014,58356," OH",Honda,Accord
43955,2015,72405," TX",Chevrolet,Silverado
43956,2017,22453," FL",Ford,MustangPremium
43957,2012,108265," NC",Chevrolet,Suburban4WD
43958,2003,51263," TX",Jeep,WranglerSahara
43959,2013,31095," CA",Hyundai,TucsonLimited
43960,2014,58291," TX",Honda,Accord
43961,2015,60738," OK",Volvo,S60T5
43962,2013,62154," GA",Mercedes-Benz,E-ClassE350
43963,2005,100108," NY",INFINITI,FX35AWD
43964,2013,114455," VA",Ford,F-150SuperCrew
43965,2011,102115," KS",Chevrolet,EquinoxFWD
43966,2010,88038," FL",Lexus,ISIS
43967,2007,113061," KY",GMC,Savana
43968,2012,109513," VA",Buick,EnclaveLeather
43969,2014,71553," CA",Chevrolet,Silverado
43970,2017,9441," FL",Ford,MustangPremium
43971,2015,34757," TX",Kia,Soul+
43972,2011,52395," OH",Toyota,4Runner4WD
43973,2016,34271," OH",Hyundai,ElantraLimited
43974,2013,83949," CO",Toyota,SequoiaSR5
43975,2017,8166," KS",Kia,Soul+
43976,2013,67176," NC",Ford,F-150FX4
43977,2011,102028," IL",Nissan,Murano2WD
43978,2014,17892," PA",Scion,xD5dr
43979,2012,39284," TN",Chevrolet,CamaroConvertible
43980,2014,31331," IA",Jeep,Wrangler
43981,2016,40301," OH",Kia,Soul+
43982,2011,43886," AR",Honda,CR-V4WD
43983,2014,44670," NC",Honda,CR-VLX
43984,2017,45066," GA",Ford,EscapeFWD
43985,2013,102462," OK",Ford,FusionSE
43986,2015,47286," VA",Dodge,JourneySXT
43987,2013,32955," IL",Ford,FusionSE
43988,2014,33741," TN",Ford,F-1504WD
43989,2015,33," TX",Ford,EdgeSE
43990,2010,87413," NV",Ford,F-1502WD
43991,2015,15342," NC",Tesla,Model
43992,2015,54214," OK",Hyundai,Santa
43993,2015,32780," IN",Dodge,Grand
43994,2016,16549," TX",Dodge,JourneyFWD
43995,2015,41115," WI",Honda,Civic
43996,2013,62380," IL",Honda,CR-VEX-L
43997,2013,50421," IL",Lexus,RX
43998,2012,42778," IL",BMW,6
43999,2006,43364," TN",MINI,Cooper
44000,2015,17236," TX",Toyota,CorollaLE
44001,2014,35156," NC",Honda,Accord
44002,2014,37687," GA",Mitsubishi,Outlander
44003,2015,25712," NC",Ford,F-1502WD
44004,2017,3093," CA",Cadillac,CTS
44005,2016,9395," TX",Dodge,JourneyFWD
44006,2015,29010," CA",Mercedes-Benz,C-ClassC300
44007,2015,53384," GA",Ford,Super
44008,2017,12293," NY",Chevrolet,TraverseAWD
44009,2017,10241," NV",Toyota,Tundra
44010,2011,100192," WA",Ford,EscapeXLT
44011,2016,12414," AL",Ford,F-1502WD
44012,2016,12200," TX",Toyota,CorollaS
44013,2011,76685," VA",Ford,Escape4WD
44014,2015,54200," IN",GMC,AcadiaAWD
44015,2009,109368," AZ",Mitsubishi,Outlander2WD
44016,2013,64340," AR",Ford,F-150SuperCrew
44017,2008,114000," AZ",Lexus,RXRX
44018,2015,14264," NH",Toyota,Tacoma2WD
44019,2012,28940," NY",Lexus,CT
44020,2009,141685," IL",Chevrolet,TraverseFWD
44021,2016,10728," NY",Dodge,Grand
44022,2015,9494," OH",Honda,CR-VEX-L
44023,2014,67803," OK",Jeep,Wrangler
44024,2012,52304," TX",Honda,CivicEX
44025,2014,41957," IA",Chevrolet,Silverado
44026,2014,33495," NH",Chevrolet,Silverado
44027,2016,41484," TX",Dodge,JourneyAWD
44028,2016,14169," GA",GMC,CanyonCrew
44029,2016,32950," CA",Toyota,RAV4XLE
44030,2012,41031," FL",Hyundai,Sonata4dr
44031,2013,90940," TX",Chevrolet,Silverado
44032,2015,38100," TX",Toyota,CorollaL
44033,2014,274375," TX",Ford,Super
44034,2016,27701," TX",GMC,Sierra
44035,2012,183182," PA",Honda,OdysseyEX-L
44036,2012,72889," VA",INFINITI,G37
44037,2015,25801," IN",Subaru,Impreza
44038,2012,125431," TX",Nissan,Armada2WD
44039,2017,27590," CO",Hyundai,Santa
44040,2008,78240," WA",Land,Rover
44041,2011,59175," LA",Chevrolet,Camaro2dr
44042,2010,100570," FL",Jeep,Liberty4WD
44043,2006,155481," WI",Jeep,Grand
44044,2014,28747," TX",BMW,3
44045,2013,87408," CT",Acura,RDXAWD
44046,2017,23702," WA",Kia,SorentoLX
44047,2017,11635," NC",Chevrolet,CamaroConvertible
44048,2015,53309," AL",Chevrolet,Silverado
44049,2015,29112," NY",Honda,Accord
44050,2015,14950," GA",Ford,Super
44051,2007,124230," PA",Mercedes-Benz,C-Class4dr
44052,2017,26220," TX",Chevrolet,SonicSedan
44053,2016,42307," UT",Dodge,Grand
44054,2012,51634," OH",Honda,CivicLX
44055,2015,44678," NC",Chrysler,200Limited
44056,2014,34036," TX",Lexus,ISIS
44057,2016,47461," MN",Chrysler,Town
44058,2010,116360," TN",Ford,F-150Lariat
44059,2009,54435," NE",Ford,F-150XLT
44060,2017,28230," WA",GMC,TerrainFWD
44061,2007,157198," VA",Volvo,XC90AWD
44062,2010,114328," IL",Hyundai,VeracruzAWD
44063,2016,24462," NE",Ram,25004WD
44064,2017,27852," CA",Ford,EscapeSE
44065,2014,55929," ID",Honda,Accord
44066,2015,20242," TX",Mitsubishi,Outlander
44067,2011,112516," AL",GMC,Sierra
44068,2012,75880," PA",Honda,CivicSi
44069,2009,78441," CA",GMC,AcadiaFWD
44070,2010,121570," MI",Jeep,Liberty4WD
44071,2011,89340," TX",Ram,15002WD
44072,2016,6926," CA",Mazda,CX-9FWD
44073,2009,28954," HI",Volkswagen,GTI2dr
44074,2014,75502," WA",Lexus,ESES
44075,2015,27536," TX",Chevrolet,Silverado
44076,2012,54821," PA",Honda,Civic
44077,2012,78908," GA",Jeep,Grand
44078,2014,28487," KY",Chevrolet,Malibu1LT
44079,2012,48588," CA",Ford,FocusSEL
44080,2002,93084," TX",Jeep,Grand
44081,2011,42540," CA",Buick,Regal4dr
44082,2010,112028," OH",Chevrolet,Silverado
44083,2014,32912," TX",Toyota,CamrySE
44084,2012,57843," AL",Ford,EscapeLimited
44085,2008,77499," GA",GMC,Sierra
44086,2016,13895," AZ",Jeep,Wrangler
44087,2013,50096," CA",BMW,5
44088,2010,125656," UT",Chevrolet,TraverseAWD
44089,2007,77060," IL",Mazda,CX-7FWD
44090,2015,25091," TX",GMC,Sierra
44091,2016,19344," CA",Buick,EnclaveLeather
44092,2016,40698," TX",Chrysler,200Limited
44093,2014,75436," FL",Volkswagen,Jetta
44094,2013,11732," TX",Mercedes-Benz,E-ClassE350
44095,2015,48440," NC",Hyundai,Elantra4dr
44096,2007,93468," GA",INFINITI,G35
44097,2008,128964," AZ",Volvo,XC90AWD
44098,2014,91607," IL",Mitsubishi,Outlander
44099,2017,4905," FL",Kia,SoulBase
44100,2017,21825," OH",Kia,OptimaLX
44101,2017,27547," NY",Toyota,CamrySE
44102,2014,25041," NC",Ford,F-1504WD
44103,2012,95926," TX",Chevrolet,Silverado
44104,2014,46563," GA",Ford,FusionSE
44105,2010,28982," OH",Chevrolet,Silverado
44106,2014,53834," CO",Jeep,Wrangler
44107,2016,37904," AR",Kia,SportageLX
44108,2012,36169," PA",Nissan,Frontier4WD
44109,2015,46425," TX",Chevrolet,Tahoe2WD
44110,2012,91841," TX",Chevrolet,CruzeSedan
44111,2016,38372," FL",GMC,Yukon2WD
44112,2017,32885," CA",Hyundai,Santa
44113,2015,20647," IL",Nissan,Pathfinder4WD
44114,2014,85756," NY",Honda,CR-VEX
44115,2017,2512," MD",Toyota,SiennaSE
44116,2017,23116," FL",Kia,ForteLX
44117,2016,5696," LA",Chevrolet,MalibuLS
44118,2011,48983," NJ",Chevrolet,Malibu4dr
44119,2017,11233," MN",Kia,SorentoLX
44120,2016,27019," TX",Toyota,Tacoma4WD
44121,2011,138208," CO",Jeep,Compass4WD
44122,2014,27775," ID",Ford,ExplorerXLT
44123,2016,16832," NC",Toyota,CamryLE
44124,2008,93044," CA",Pontiac,Grand
44125,2013,42507," NY",Lexus,RXRX
